Period,Code,Sex,Age group,Healthy Life Expectancy (HLE) _,HLE Lower CI_,HLE Upper CI_,TransformationType
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,05-09,60.53513,60.06993,61.00032,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,10-14,55.79732,55.33821,56.25644,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,15-19,51.09398,50.64163,51.54633,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,20-24,46.48528,46.04022,46.93035,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,25-29,41.98817,41.55591,42.42043,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,30-34,37.57438,37.15609,37.99268,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,35-39,33.2565,32.84877,33.66423,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,40-44,29.05706,28.66385,29.45027,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,45-49,25.01728,24.63544,25.39913,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,50-54,21.15438,20.78332,21.52543,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,55-59,17.50913,17.15142,17.86684,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,60-64,14.17106,13.82697,14.51516,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,65-69,11.12461,10.78958,11.45964,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,70-74,8.32445,7.99446,8.65445,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,75-79,5.9198,5.5917,6.2479,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,80-84,3.96367,3.65759,4.26975,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,85-89,2.56226,2.3077,2.81681,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,M,90plus,1.65367,1.41288,1.89446,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,lessthan1,65.12656,64.61745,65.63568,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,01-04,64.37983,63.86945,64.89021,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,05-09,60.6516,60.14564,61.15756,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,10-14,55.99711,55.49885,56.49538,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,15-19,51.38087,50.89114,51.8706,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,20-24,46.90911,46.43096,47.38727,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,25-29,42.58318,42.12058,43.04579,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,30-34,38.30571,37.8562,38.75522,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,35-39,34.05768,33.61936,34.496,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,40-44,29.90725,29.48217,30.33232,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,45-49,25.88664,25.47223,26.30105,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,50-54,22.03793,21.63515,22.44071,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,55-59,18.34638,17.95501,18.73774,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,60-64,14.89601,14.51736,15.27466,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,65-69,11.53189,11.16182,11.90196,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,70-74,8.3996,8.03525,8.76394,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,75-79,5.69334,5.3372,6.04949,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,80-84,3.65847,3.3443,3.97264,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,85-89,2.29299,2.03488,2.5511,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,E12000009,F,90plus,1.51317,1.26711,1.75923,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,lessthan1,59.55571,58.989,60.12242,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,01-04,58.83161,58.2628,59.40042,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,05-09,55.02958,54.46392,55.59524,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,10-14,50.30067,49.74182,50.85952,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,15-19,45.65141,45.10096,46.20187,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,20-24,41.11577,40.57509,41.65644,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,25-29,36.73009,36.19959,37.26059,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,30-34,32.48794,31.97216,33.00373,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,35-39,28.39317,27.89225,28.8941,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,40-44,24.49867,24.01427,24.98306,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,45-49,20.79685,20.32721,21.26649,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,50-54,17.28083,16.8249,17.73677,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,55-59,14.01996,13.57997,14.45996,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,60-64,11.10142,10.67733,11.52551,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,65-69,8.59306,8.17518,9.01095,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,70-74,6.34464,5.9254,6.76388,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,75-79,4.47364,4.03915,4.90814,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,80-84,2.99625,2.56033,3.43217,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,85-89,1.91473,1.55968,2.26978,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,M,90plus,1.20877,0.88116,1.53638,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,lessthan1,60.05717,59.46934,60.645,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,01-04,59.29544,58.7062,59.88469,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,05-09,55.58163,54.99749,56.16578,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,10-14,50.9489,50.37409,51.52371,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,15-19,46.38168,45.81764,46.94571,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,20-24,41.90889,41.3575,42.46028,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,25-29,37.52731,36.98818,38.06644,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,30-34,33.27925,32.754,33.80451,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,35-39,29.18544,28.67466,29.69622,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,40-44,25.27755,24.78332,25.77178,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,45-49,21.54505,21.06633,22.02378,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,50-54,18.02155,17.55827,18.48483,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,55-59,14.75153,14.30338,15.19969,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,60-64,11.76896,11.33728,12.20065,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,65-69,9.07906,8.66253,9.49558,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,70-74,6.68788,6.27928,7.09648,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,75-79,4.69078,4.28848,5.09308,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,80-84,3.07538,2.70838,3.44237,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,85-89,1.88594,1.58946,2.18242,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000001,F,90plus,1.08752,0.81766,1.35738,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,lessthan1,61.0513,60.65099,61.45161,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,01-04,60.36949,59.96754,60.77144,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,05-09,56.60174,56.20252,57.00097,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,10-14,51.9009,51.50703,52.29478,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,15-19,47.25504,46.86742,47.64266,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,20-24,42.71104,42.33058,43.09151,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,25-29,38.28696,37.91461,38.65931,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,30-34,33.98158,33.61704,34.34612,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,35-39,29.80575,29.45122,30.16028,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,40-44,25.8233,25.47953,26.16707,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,45-49,22.04183,21.70779,22.37588,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,50-54,18.46263,18.13834,18.78692,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,55-59,15.13365,14.81884,15.44846,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,60-64,12.13061,11.82611,12.43512,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,65-69,9.47678,9.17976,9.77381,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,70-74,7.07623,6.78069,7.37176,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,75-79,5.06353,4.76352,5.36354,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,80-84,3.44646,3.15431,3.73861,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,85-89,2.27495,2.03189,2.518,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,90plus,1.49221,1.26123,1.72318,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,lessthan1,61.94766,61.52228,62.37303,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,01-04,61.24391,60.81715,61.67067,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,05-09,57.53674,57.11354,57.95995,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,10-14,52.90248,52.48569,53.31927,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,15-19,48.31739,47.90791,48.72686,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,20-24,43.81486,43.41389,44.21584,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,25-29,39.39761,39.00519,39.79004,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,30-34,35.08757,34.70306,35.47207,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,35-39,30.9095,30.5336,31.28539,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,40-44,26.90747,26.54184,27.2731,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,45-49,23.088,22.73096,23.44505,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,50-54,19.47311,19.12543,19.82079,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,55-59,16.07844,15.74091,16.41597,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,60-64,12.961,12.63342,13.28858,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,65-69,10.14105,9.82082,10.46127,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,70-74,7.60514,7.28931,7.92096,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,75-79,5.45044,5.13504,5.76584,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,80-84,3.68032,3.38874,3.97189,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,85-89,2.34776,2.10551,2.59001,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,90plus,1.41386,1.18818,1.63954,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,lessthan1,61.39545,60.91096,61.87994,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,01-04,60.72344,60.23707,61.20981,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,05-09,56.99543,56.51355,57.4773,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,10-14,52.32995,51.85623,52.80367,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,15-19,47.70336,47.2389,48.16782,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,20-24,43.17602,42.72188,43.63016,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,25-29,38.74828,38.30438,39.19217,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,30-34,34.44498,34.01113,34.87882,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,35-39,30.27163,29.85007,30.69319,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,40-44,26.2818,25.87174,26.69187,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,45-49,22.44268,22.04389,22.84146,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,50-54,18.79423,18.40626,19.18221,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,55-59,15.38094,15.00685,15.75503,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,60-64,12.29041,11.92864,12.65219,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,65-69,9.54491,9.19256,9.89726,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,70-74,7.09418,6.74316,7.44521,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,75-79,5.03076,4.67348,5.38804,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,80-84,3.37206,3.03457,3.70955,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,85-89,2.15175,1.87616,2.42734,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,90plus,1.35612,1.09875,1.61349,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,lessthan1,61.93675,61.40486,62.46865,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,01-04,61.26122,60.72765,61.79478,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,05-09,57.62222,57.09558,58.14886,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,10-14,53.05408,52.53933,53.56884,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,15-19,48.51023,48.00857,49.01188,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,20-24,44.0499,43.56305,44.53676,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,25-29,39.65755,39.18108,40.13401,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,30-34,35.36785,34.90171,35.834,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,35-39,31.2012,30.74473,31.65767,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,40-44,27.19199,26.74771,27.63627,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,45-49,23.36118,22.92723,23.79513,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,50-54,19.69925,19.27678,20.12173,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,55-59,16.27977,15.86978,16.68977,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,60-64,13.11101,12.71433,13.50769,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,65-69,10.23589,9.84981,10.62198,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,70-74,7.65312,7.27022,8.03602,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,75-79,5.43656,5.05287,5.82025,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,80-84,3.63639,3.29005,3.98272,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,85-89,2.28903,2.00452,2.57355,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,90plus,1.36244,1.10096,1.62393,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,lessthan1,62.47185,61.88921,63.0545,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,01-04,61.82979,61.24455,62.41504,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,05-09,58.07578,57.49486,58.6567,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,10-14,53.37153,52.7984,53.94466,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,15-19,48.70382,48.13928,49.26836,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,20-24,44.11693,43.56182,44.67204,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,25-29,39.62994,39.08414,40.17574,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,30-34,35.24158,34.70872,35.77444,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,35-39,30.98543,30.46505,31.50581,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,40-44,26.87751,26.37128,27.38374,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,45-49,22.93641,22.44519,23.42763,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,50-54,19.19098,18.71302,19.66893,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,55-59,15.704,15.24063,16.16737,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,60-64,12.53482,12.08897,12.98067,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,65-69,9.70121,9.27022,10.13219,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,70-74,7.16179,6.73551,7.58807,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,75-79,5.02667,4.5993,5.45405,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,80-84,3.30966,2.90358,3.71574,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,85-89,2.06249,1.73439,2.39059,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,90plus,1.28732,0.98248,1.59217,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,lessthan1,63.46653,62.84185,64.09122,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,01-04,62.73722,62.1106,63.36385,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,05-09,58.97511,58.35243,59.5978,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,10-14,54.2725,53.65694,54.88805,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,15-19,49.61292,49.00543,50.2204,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,20-24,45.06287,44.46587,45.65987,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,25-29,40.61833,40.03351,41.20316,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,30-34,36.26282,35.68908,36.83656,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,35-39,32.00387,31.44202,32.56573,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,40-44,27.88671,27.33789,28.43554,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,45-49,23.93266,23.39616,24.46916,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,50-54,20.17573,19.65196,20.69951,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,55-59,16.65801,16.1475,17.16852,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,60-64,13.4132,12.91799,13.90841,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,65-69,10.37357,9.89232,10.85481,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,70-74,7.63058,7.15787,8.10328,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,75-79,5.30466,4.83715,5.77217,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,80-84,3.48447,3.06347,3.90547,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,85-89,2.22105,1.87375,2.56835,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,90plus,1.43791,1.10902,1.76679,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,lessthan1,62.35819,61.8755,62.84088,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,01-04,61.79308,61.30763,62.27853,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,05-09,58.03865,57.55706,58.52025,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,10-14,53.32758,52.85302,53.80214,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,15-19,48.64715,48.18041,49.11389,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,20-24,44.04569,43.58765,44.50373,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,25-29,39.5605,39.11155,40.00946,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,30-34,35.1746,34.73714,35.61207,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,35-39,30.9126,30.48669,31.3385,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,40-44,26.80295,26.39012,27.21578,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,45-49,22.88977,22.48802,23.29151,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,50-54,19.17209,18.78317,19.561,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,55-59,15.70666,15.33056,16.08277,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,60-64,12.56761,12.2048,12.93042,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,65-69,9.77995,9.42792,10.13198,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,70-74,7.27243,6.92344,7.62141,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,75-79,5.13396,4.78164,5.48627,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,80-84,3.4128,3.07529,3.75031,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,85-89,2.16533,1.89013,2.44054,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,90plus,1.38988,1.12962,1.65015,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,lessthan1,63.15055,62.63277,63.66833,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,01-04,62.49998,61.97983,63.02012,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,05-09,58.69535,58.17845,59.21225,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,10-14,53.94552,53.43477,54.45627,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,15-19,49.23389,48.73052,49.73726,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,20-24,44.62853,44.13487,45.12219,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,25-29,40.13759,39.6533,40.62187,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,30-34,35.74944,35.27458,36.22431,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,35-39,31.48341,31.01877,31.94806,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,40-44,27.38292,26.93114,27.8347,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,45-49,23.44387,23.00479,23.88295,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,50-54,19.72536,19.29974,20.15098,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,55-59,16.26749,15.85569,16.6793,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,60-64,13.10726,12.70812,13.50641,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,65-69,10.14925,9.76404,10.53446,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,70-74,7.49986,7.12035,7.87938,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,75-79,5.25046,4.87449,5.62644,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,80-84,3.46661,3.116,3.81723,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,85-89,2.2087,1.91929,2.4981,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,90plus,1.40805,1.13425,1.68184,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,lessthan1,64.79667,64.28753,65.30581,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,01-04,64.07368,63.56311,64.58425,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,05-09,60.33122,59.82568,60.83676,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,10-14,55.63614,55.13923,56.13305,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,15-19,50.95091,50.46303,51.43879,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,20-24,46.34143,45.86296,46.8199,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,25-29,41.84365,41.37585,42.31145,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,30-34,37.39151,36.93354,37.84948,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,35-39,33.01831,32.56966,33.46695,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,40-44,28.75953,28.32086,29.19819,HLE
