Period,Code,Sex,Age group,Healthy Life Expectancy (HLE) _,HLE Lower CI_,HLE Upper CI_,TransformationType
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,30-34,35.21905,34.81054,35.62756,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,35-39,30.75543,30.35146,31.1594,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,40-44,26.48039,26.08179,26.87899,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,45-49,22.48516,22.09481,22.87552,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,50-54,18.73946,18.35823,19.12069,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,55-59,15.29482,14.92536,15.66428,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,60-64,12.21603,11.85933,12.57272,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,65-69,9.44791,9.10377,9.79205,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,70-74,7.01949,6.69033,7.34864,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,75-79,5.03015,4.70704,5.35326,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,80-84,3.4633,3.15507,3.77153,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,85-89,2.35302,2.09006,2.61598,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,M,90plus,1.69951,1.42552,1.9735,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,lessthan1,63.7742,63.31624,64.23216,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,01-04,63.07573,62.6159,63.53556,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,05-09,59.24374,58.78579,59.70169,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,10-14,54.46125,54.00715,54.91535,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,15-19,49.72088,49.27165,50.17011,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,20-24,45.08662,44.64417,45.52908,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,25-29,40.53502,40.09922,40.97082,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,30-34,36.01487,35.58515,36.4446,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,35-39,31.60526,31.18015,32.03038,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,40-44,27.38595,26.96745,27.80444,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,45-49,23.42413,23.01333,23.83493,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,50-54,19.72139,19.31974,20.12304,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,55-59,16.28516,15.89564,16.67467,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,60-64,13.13119,12.75798,13.5044,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,65-69,10.18055,9.8221,10.53899,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,70-74,7.5661,7.22693,7.90527,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,75-79,5.40459,5.0814,5.72778,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,80-84,3.70231,3.4138,3.99081,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,85-89,2.44463,2.19945,2.6898,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000007,F,90plus,1.62403,1.38129,1.86676,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,lessthan1,65.36201,64.97845,65.74557,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,01-04,64.67132,64.28635,65.05629,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,05-09,60.88322,60.50084,61.26561,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,10-14,56.15307,55.77527,56.53088,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,15-19,51.43991,51.06706,51.81276,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,20-24,46.81149,46.444,47.17899,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,25-29,42.31201,41.95162,42.67239,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,30-34,37.86498,37.5138,38.21615,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,35-39,33.46627,33.12334,33.80921,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,40-44,29.18017,28.84524,29.5151,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,45-49,25.04156,24.71345,25.36966,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,50-54,21.06823,20.74789,21.38857,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,55-59,17.33101,17.02008,17.64194,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,60-64,13.95055,13.65078,14.25031,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,65-69,10.88045,10.58724,11.17365,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,70-74,8.08758,7.80207,8.3731,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,75-79,5.67748,5.3948,5.96016,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,80-84,3.77541,3.50829,4.04253,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,85-89,2.42523,2.20319,2.64728,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,M,90plus,1.61749,1.39878,1.8362,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,lessthan1,66.96865,66.56335,67.37394,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,01-04,66.24353,65.83717,66.64988,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,05-09,62.51943,62.11692,62.92193,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,10-14,57.83558,57.43951,58.23165,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,15-19,53.16717,52.77803,53.5563,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,20-24,48.59848,48.21791,48.97905,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,25-29,44.12282,43.75272,44.49291,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,30-34,39.68856,39.32804,40.04908,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,35-39,35.30222,34.94979,35.65465,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,40-44,31.01971,30.67511,31.36431,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,45-49,26.87933,26.54262,27.21604,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,50-54,22.90371,22.57538,23.23204,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,55-59,19.1416,18.82277,19.46044,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,60-64,15.59319,15.28593,15.90045,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,65-69,12.23407,11.9367,12.53145,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,70-74,9.15028,8.86272,9.43783,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,75-79,6.47548,6.19842,6.75255,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,80-84,4.32392,4.07647,4.57138,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,85-89,2.78361,2.57483,2.99239,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000008,F,90plus,1.79962,1.59723,2.00201,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,lessthan1,65.07461,64.62907,65.52016,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,01-04,64.38127,63.93408,64.82845,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,05-09,60.57802,60.13397,61.02207,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,10-14,55.80565,55.36726,56.24404,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,15-19,51.05787,50.62609,51.48965,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,20-24,46.40539,45.98116,46.82962,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,25-29,41.86894,41.45423,42.28366,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,30-34,37.42561,37.02198,37.82924,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,35-39,33.08994,32.69841,33.48148,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,40-44,28.89263,28.51333,29.27193,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,45-49,24.85794,24.48887,25.22701,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,50-54,20.99266,20.63539,21.34993,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,55-59,17.37265,17.02801,17.71729,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,60-64,14.04119,13.7118,14.37059,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,65-69,10.99032,10.67122,11.30943,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,70-74,8.2763,7.96576,8.58684,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,75-79,5.94045,5.63835,6.24254,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,80-84,4.02179,3.74373,4.29985,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,85-89,2.60235,2.37053,2.83417,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,M,90plus,1.64387,1.42282,1.86493,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,lessthan1,65.87226,65.38803,66.35649,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,01-04,65.14393,64.65853,65.62933,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,05-09,61.43972,60.9601,61.91934,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,10-14,56.7887,56.31865,57.25875,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,15-19,52.15423,51.6944,52.61406,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,20-24,47.64631,47.19964,48.09299,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,25-29,43.23899,42.80809,43.6699,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,30-34,38.89081,38.47213,39.30949,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,35-39,34.56988,34.16333,34.97642,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,40-44,30.35157,29.95676,30.74639,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,45-49,26.27495,25.89146,26.65843,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,50-54,22.36437,21.99232,22.73642,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,55-59,18.64251,18.28393,19.0011,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,60-64,15.13064,14.78655,15.47472,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,65-69,11.74805,11.41395,12.08216,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,70-74,8.63447,8.31202,8.95692,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,75-79,5.93178,5.62246,6.2411,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,80-84,3.85992,3.58478,4.13506,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,85-89,2.43889,2.21072,2.66706,HLE
gregorian-interval/2009-03-31T00:00:00/P3Y,E12000009,F,90plus,1.58241,1.36489,1.79994,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,lessthan1,59.64949,59.11372,60.18526,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,01-04,58.9126,58.37461,59.4506,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,05-09,55.02447,54.48769,55.56125,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,10-14,50.21482,49.68245,50.74718,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,15-19,45.50585,44.9799,46.0318,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,20-24,40.91577,40.39777,41.43377,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,25-29,36.49755,35.99004,37.00506,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,30-34,32.24505,31.7517,32.7384,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,35-39,28.16982,27.69422,28.64541,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,40-44,24.25222,23.79472,24.70971,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,45-49,20.5156,20.0763,20.95489,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,50-54,16.96822,16.54613,17.39031,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,55-59,13.71903,13.31463,14.12342,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,60-64,10.86659,10.48114,11.25204,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,65-69,8.41943,8.04729,8.79156,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,70-74,6.25063,5.88677,6.61449,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,75-79,4.45389,4.09018,4.81761,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,80-84,3.03716,2.70803,3.36629,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,85-89,2.04247,1.76882,2.31612,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,M,90plus,1.46878,1.19468,1.74289,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,lessthan1,60.26874,59.69017,60.84731,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,01-04,59.49555,58.91547,60.07563,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,05-09,55.71026,55.13496,56.28555,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,10-14,51.01859,50.4531,51.58409,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,15-19,46.38942,45.83662,46.94222,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,20-24,41.88817,41.35119,42.42516,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,25-29,37.50412,36.97819,38.03005,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,30-34,33.24524,32.73178,33.75871,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,35-39,29.15249,28.6539,29.65107,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,40-44,25.23952,24.75892,25.72013,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,45-49,21.52124,21.05906,21.98341,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,50-54,18.01679,17.57161,18.46197,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,55-59,14.77884,14.35125,15.20642,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,60-64,11.82959,11.42145,12.23772,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,65-69,9.15432,8.76063,9.548,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,70-74,6.79914,6.42258,7.17569,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,75-79,4.81481,4.44541,5.18421,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,80-84,3.23372,2.89364,3.5738,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,85-89,2.05325,1.77263,2.33387,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000001,F,90plus,1.24854,0.98445,1.51264,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,lessthan1,61.02931,60.65869,61.39992,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,01-04,60.37492,60.00241,60.74742,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,05-09,56.53491,56.1638,56.90602,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,10-14,51.74437,51.37668,52.11206,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,15-19,47.00442,46.64113,47.36772,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,20-24,42.37834,42.0203,42.73638,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,25-29,37.89873,37.54813,38.24932,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,30-34,33.52744,33.18502,33.86987,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,35-39,29.31173,28.97826,29.6452,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,40-44,25.29511,24.97131,25.6189,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,45-49,21.48223,21.16851,21.79596,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,50-54,17.87061,17.56533,18.17588,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,55-59,14.54758,14.25247,14.84269,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,60-64,11.58265,11.29868,11.86663,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,65-69,8.98308,8.70682,9.25935,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,70-74,6.67258,6.40134,6.94383,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,75-79,4.75243,4.47636,5.02849,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,80-84,3.21761,2.95476,3.48045,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,85-89,2.14235,1.92261,2.36209,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,M,90plus,1.45828,1.24397,1.67259,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,lessthan1,61.69966,61.30184,62.09747,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,01-04,60.988,60.5888,61.38721,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,05-09,57.2268,56.83041,57.6232,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,10-14,52.52422,52.13331,52.91512,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,15-19,47.8782,47.4939,48.2625,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,20-24,43.32982,42.95361,43.70604,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,25-29,38.87565,38.50693,39.24437,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,30-34,34.54617,34.18556,34.90677,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,35-39,30.3592,30.00875,30.70966,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,40-44,26.3493,26.0085,26.6901,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,45-49,22.52153,22.18921,22.85385,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,50-54,18.90584,18.58393,19.22775,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,55-59,15.55544,15.24423,15.86664,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,60-64,12.50038,12.20076,12.8,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,65-69,9.72059,9.42982,10.01136,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,70-74,7.2503,6.96811,7.5325,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,75-79,5.15215,4.87584,5.42845,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,80-84,3.4532,3.20183,3.70457,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,85-89,2.19185,1.98361,2.40009,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000002,F,90plus,1.33891,1.14199,1.53584,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,lessthan1,60.90322,60.44975,61.35669,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,01-04,60.26525,59.80968,60.72083,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,05-09,56.53117,56.07897,56.98337,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,10-14,51.8527,51.40667,52.29873,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,15-19,47.19806,46.75894,47.63718,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,20-24,42.64191,42.21024,43.07359,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,25-29,38.19357,37.77043,38.61671,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,30-34,33.84844,33.4352,34.26167,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,35-39,29.64949,29.24735,30.05164,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,40-44,25.6139,25.22289,26.00491,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,45-49,21.75394,21.37369,22.1342,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,50-54,18.08279,17.71631,18.44926,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,55-59,14.6836,14.33189,15.03531,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,60-64,11.63699,11.29964,11.97434,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,65-69,8.93707,8.60933,9.26482,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,70-74,6.55177,6.23204,6.8715,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,75-79,4.60608,4.28168,4.93047,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,80-84,3.03523,2.73102,3.33945,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,85-89,1.93829,1.68922,2.18735,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,M,90plus,1.24324,1.00804,1.47844,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,lessthan1,61.78657,61.30479,62.26836,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,01-04,61.1339,60.65028,61.61752,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,05-09,57.46407,56.98539,57.94275,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,10-14,52.85891,52.38857,53.32925,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,15-19,48.27332,47.81196,48.73467,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,20-24,43.76957,43.31864,44.22049,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,25-29,39.34807,38.907,39.78914,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,30-34,35.02055,34.58986,35.45124,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,35-39,30.82724,30.40693,31.24755,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,40-44,26.77086,26.36172,27.18001,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,45-49,22.89235,22.49333,23.29136,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,50-54,19.19998,18.81306,19.58689,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,55-59,15.76684,15.39301,16.14067,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,60-64,12.63795,12.27935,12.99654,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,65-69,9.75016,9.4031,10.09722,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,70-74,7.17781,6.84047,7.51516,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,75-79,5.02203,4.69056,5.35351,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,80-84,3.30618,3.00215,3.6102,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,85-89,2.07589,1.82627,2.3255,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000003,F,90plus,1.26943,1.03549,1.50338,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,lessthan1,63.03887,62.48577,63.59198,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,01-04,62.38774,61.83214,62.94334,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,05-09,58.5988,58.04651,59.1511,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,10-14,53.86834,53.32223,54.41445,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,15-19,49.17274,48.63384,49.71164,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,20-24,44.55956,44.02885,45.09028,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,25-29,40.05966,39.53824,40.58108,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,30-34,35.66824,35.1609,36.17559,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,35-39,31.3993,30.90425,31.89434,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,40-44,27.26678,26.78493,27.74864,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,45-49,23.31289,22.8432,23.78258,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,50-54,19.55428,19.09796,20.0106,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000004,M,55-59,16.05799,15.62066,16.49532,HLE
