Period,Code,Sex,age group,Healthy Life Expectancy (HLE) _,HLE Lower CI_,HLE Upper CI_,TransformationType
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,25-29,39.84672,39.45496,40.23848,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,30-34,35.51712,35.1356,35.89864,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,35-39,31.32203,30.952,31.69205,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,40-44,27.27712,26.91898,27.63525,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,45-49,23.41526,23.06852,23.762,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,50-54,19.75122,19.41581,20.08663,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,55-59,16.35261,16.0277,16.67752,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,60-64,13.23095,12.91685,13.54504,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,65-69,10.36981,10.06353,10.67609,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,70-74,7.81283,7.50864,8.11702,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,75-79,5.61402,5.30901,5.91903,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,80-84,3.78433,3.51414,4.05451,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,85-89,2.39249,2.17004,2.61493,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,90plus,1.44156,1.23456,1.64856,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,lessthan1,63.30911,63.14528,63.47294,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,01-04,62.62668,62.46225,62.7911,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,05-09,58.88252,58.71945,59.04558,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,10-14,54.18877,54.02808,54.34946,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,15-19,49.52305,49.36496,49.68114,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,20-24,44.94006,44.7848,45.09532,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,25-29,40.46253,40.31041,40.61465,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,30-34,36.06246,35.91357,36.21136,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,35-39,31.77134,31.62579,31.91688,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,40-44,27.6251,27.48341,27.76679,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,45-49,23.66549,23.52752,23.80346,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,50-54,19.9058,19.77157,20.04002,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,55-59,16.3859,16.25551,16.51628,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,60-64,13.16909,13.04287,13.29532,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,65-69,10.28824,10.16525,10.41123,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,70-74,7.70025,7.57773,7.82277,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,75-79,5.48945,5.36528,5.61362,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,80-84,3.70732,3.58738,3.82727,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,85-89,2.38423,2.28491,2.48355,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,M,90plus,1.5047,1.41084,1.59856,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,lessthan1,63.80556,63.62679,63.98433,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,01-04,63.10035,62.92106,63.27963,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,05-09,59.4249,59.24739,59.6024,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,10-14,54.81226,54.63772,54.9868,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,15-19,50.22029,50.04892,50.39167,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,20-24,45.72143,45.55377,45.88909,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,25-29,41.30535,41.14147,41.46924,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,30-34,36.94737,36.78672,37.10802,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,35-39,32.67632,32.51858,32.83407,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,40-44,28.54354,28.38924,28.69784,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,45-49,24.57821,24.42739,24.72902,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,50-54,20.80335,20.65598,20.95073,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,55-59,17.26003,17.11629,17.40377,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,60-64,13.97646,13.83665,14.11627,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,65-69,10.90113,10.76458,11.03768,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,70-74,8.10865,7.97349,8.2438,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,75-79,5.72749,5.5928,5.86219,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,80-84,3.83036,3.70794,3.95279,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,85-89,2.45955,2.35778,2.56132,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,E92000001,F,90plus,1.56844,1.47191,1.66496,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,lessthan1,63.04349,62.89703,63.18994,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,01-04,62.35834,62.21135,62.50533,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,05-09,58.61209,58.4663,58.75789,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,10-14,53.91802,53.77432,54.06171,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,15-19,49.25326,49.11187,49.39465,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,20-24,44.67656,44.53769,44.81544,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,25-29,40.20633,40.07021,40.34246,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,30-34,35.82134,35.68812,35.95456,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,35-39,31.54807,31.41796,31.67818,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,40-44,27.42276,27.29617,27.54935,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,45-49,23.4868,23.36355,23.61004,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,50-54,19.74826,19.62833,19.86818,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,55-59,16.248,16.13134,16.36466,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,60-64,13.05191,12.9387,13.16512,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,65-69,10.19484,10.08414,10.30555,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,70-74,7.63433,7.52341,7.74526,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,75-79,5.45085,5.33743,5.56427,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,80-84,3.68944,3.58038,3.79849,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,85-89,2.37769,2.28738,2.468,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,M,90plus,1.50535,1.42001,1.59068,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,lessthan1,63.66461,63.50541,63.8238,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,01-04,62.95313,62.79348,63.11278,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,05-09,59.26289,59.10475,59.42102,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,10-14,54.6371,54.48153,54.79267,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,15-19,50.03611,49.8833,50.18892,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,20-24,45.52951,45.37996,45.67907,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,25-29,41.10922,40.96295,41.25548,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,30-34,36.75445,36.61108,36.89781,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,35-39,32.49391,32.35326,32.63456,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,40-44,28.37471,28.23722,28.5122,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,45-49,24.42711,24.29281,24.56142,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,50-54,20.67098,20.5397,20.80225,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,55-59,17.14909,17.02093,17.27725,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,60-64,13.89036,13.76545,14.01527,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,65-69,10.84613,10.72383,10.96843,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,70-74,8.08765,7.96619,8.20911,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,75-79,5.73264,5.61088,5.85441,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,80-84,3.84876,3.73794,3.95957,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,85-89,2.4765,2.38434,2.56867,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,K02000001,F,90plus,1.57808,1.4907,1.66546,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,lessthan1,60.33775,59.45578,61.21972,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,01-04,59.71241,58.82612,60.5987,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,05-09,55.99374,55.11339,56.87408,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,10-14,51.33721,50.4677,52.20673,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,15-19,46.71144,45.85372,47.56916,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,20-24,42.1939,41.348,43.03979,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,25-29,37.83311,37.00141,38.6648,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,30-34,33.53998,32.72529,34.35467,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,35-39,29.36338,28.57289,30.15387,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,40-44,25.33793,24.57135,26.10451,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,45-49,21.51794,20.77503,22.26085,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,50-54,17.92971,17.21511,18.64431,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,55-59,14.633,13.93968,15.32631,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,60-64,11.65228,10.98684,12.31773,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,65-69,9.06926,8.43438,9.70414,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,70-74,6.79909,6.17251,7.42567,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,75-79,4.85126,4.2359,5.46661,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,80-84,3.27277,2.7014,3.84414,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,85-89,2.14487,1.67244,2.6173,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,M,90plus,1.3723,0.93375,1.81084,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,lessthan1,62.4388,61.53596,63.34164,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,01-04,61.72066,60.81399,62.62734,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,05-09,57.81176,56.90708,58.71644,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,10-14,53.00358,52.10516,53.90199,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,15-19,48.2797,47.39136,49.16804,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,20-24,43.69703,42.82249,44.57156,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,25-29,39.25311,38.39411,40.1121,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,30-34,34.93626,34.09303,35.77949,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,35-39,30.76823,29.94479,31.59167,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,40-44,26.77418,25.97505,27.57331,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,45-49,22.97828,22.20117,23.75539,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,50-54,19.41843,18.66498,20.17189,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,55-59,16.10272,15.36818,16.83726,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,60-64,13.05742,12.34773,13.76711,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,65-69,10.29328,9.60505,10.9815,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,70-74,7.81435,7.14531,8.48339,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,75-79,5.65706,5.00968,6.30444,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,80-84,3.88478,3.29379,4.47577,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,85-89,2.51705,2.02551,3.0086,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,N92000002,F,90plus,1.56273,1.10167,2.02378,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,lessthan1,62.218,61.79802,62.63797,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,01-04,61.48247,61.06124,61.90371,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,05-09,57.72083,57.30292,58.13873,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,10-14,53.0172,52.60529,53.42912,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,15-19,48.34244,47.93729,48.74759,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,20-24,43.77769,43.37997,44.17542,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,25-29,39.31474,38.92531,39.70418,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,30-34,34.9865,34.60701,35.366,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,35-39,30.79058,30.42223,31.15894,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,40-44,26.76949,26.41429,27.12468,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,45-49,22.95616,22.61261,23.29971,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,50-54,19.29687,18.96319,19.63056,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,55-59,15.86216,15.53587,16.18845,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,60-64,12.73141,12.41159,13.05124,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,65-69,9.95234,9.63592,10.26877,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,70-74,7.49216,7.1672,7.81712,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,75-79,5.42559,5.08092,5.77027,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,80-84,3.73801,3.41578,4.06024,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,85-89,2.4786,2.20981,2.74738,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,M,90plus,1.67272,1.41359,1.93185,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,lessthan1,63.30549,62.85038,63.7606,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,01-04,62.56285,62.10655,63.01914,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,05-09,58.82578,58.37383,59.27773,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,10-14,54.15569,53.71142,54.59996,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,15-19,49.53029,49.09463,49.96595,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,20-24,45.01703,44.59197,45.44209,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,25-29,40.6039,40.1894,41.0184,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,30-34,36.283,35.87973,36.68627,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,35-39,32.0878,31.69814,32.47746,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,40-44,28.04601,27.66883,28.42319,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,45-49,24.1824,23.81835,24.54645,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,50-54,20.49978,20.14422,20.85535,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,55-59,17.0417,16.69496,17.38844,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,60-64,13.84095,13.50075,14.18115,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,65-69,10.83559,10.50187,11.16931,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,70-74,8.12348,7.78772,8.45924,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,75-79,5.82051,5.47619,6.16483,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,80-84,3.98325,3.6653,4.30119,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,85-89,2.62476,2.35914,2.89039,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,S92000003,F,90plus,1.74303,1.48902,1.99704,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,lessthan1,61.56248,61.124,62.00095,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,01-04,60.86789,60.42785,61.30794,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,05-09,57.09979,56.6642,57.53537,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,10-14,52.39686,51.96958,52.82414,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,15-19,47.73853,47.32122,48.15583,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,20-24,43.20707,42.80132,43.61283,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,25-29,38.7751,38.37978,39.17043,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,30-34,34.491,34.1079,34.87409,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,35-39,30.33907,29.97567,30.70247,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,40-44,26.3556,26.00697,26.70423,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,45-49,22.56511,22.22985,22.90038,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,50-54,18.96872,18.64593,19.29151,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,55-59,15.58571,15.27496,15.89646,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,60-64,12.49355,12.19508,12.79202,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,65-69,9.74939,9.46077,10.038,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,70-74,7.30405,7.01387,7.59424,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,75-79,5.23486,4.936,5.53372,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,80-84,3.57811,3.29351,3.86271,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,85-89,2.27357,2.04074,2.5064,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,M,90plus,1.37989,1.16619,1.59358,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,lessthan1,62.60553,62.16633,63.04473,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,01-04,61.82103,61.38089,62.26117,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,05-09,58.05571,57.61925,58.49217,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,10-14,53.37618,52.94651,53.80584,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,15-19,48.75262,48.33106,49.17418,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,20-24,44.23154,43.81961,44.64347,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,25-29,39.80914,39.40801,40.21026,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,30-34,35.49447,35.10319,35.88575,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,35-39,31.31274,30.93267,31.69281,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,40-44,27.28349,26.91565,27.65134,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,45-49,23.45399,23.0992,23.80877,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,50-54,19.80626,19.46297,20.14955,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,55-59,16.42061,16.08843,16.7528,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,60-64,13.3148,12.99347,13.63613,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,65-69,10.4667,10.15445,10.77895,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,70-74,7.91422,7.60556,8.22289,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,75-79,5.70721,5.39676,6.01766,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,80-84,3.86839,3.58429,4.15248,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,85-89,2.46723,2.23256,2.7019,HLE
gregorian-interval/2014-03-31T00:00:00/P3Y,W92000004,F,90plus,1.4968,1.27903,1.71457,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,lessthan1,63.37884,63.21382,63.54385,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,01-04,62.70508,62.53945,62.87071,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,05-09,58.96896,58.80474,59.13319,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,10-14,54.28761,54.12581,54.44942,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,15-19,49.63323,49.47406,49.79239,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,20-24,45.06357,44.90727,45.21988,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,25-29,40.59422,40.4413,40.74714,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,30-34,36.20326,36.05429,36.35223,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,35-39,31.92173,31.77616,32.06731,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,40-44,27.78503,27.64323,27.92682,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,45-49,23.83314,23.69524,23.97104,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,50-54,20.08013,19.94586,20.21441,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,55-59,16.56051,16.43019,16.69083,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,60-64,13.3327,13.20663,13.45878,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,65-69,10.43553,10.31308,10.55798,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,70-74,7.83935,7.71767,7.96104,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,75-79,5.60116,5.47781,5.7245,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,80-84,3.80114,3.68364,3.91864,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,85-89,2.44674,2.34947,2.544,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,M,90plus,1.53123,1.44008,1.62238,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,lessthan1,63.77484,63.5956,63.95408,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,01-04,63.0681,62.88835,63.24785,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,05-09,59.39176,59.21386,59.56967,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,10-14,54.7801,54.60527,54.95493,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,15-19,50.19113,50.01958,50.36268,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,20-24,45.6946,45.52692,45.86229,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,25-29,41.28017,41.11637,41.44396,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,30-34,36.92555,36.76505,37.08605,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,35-39,32.65958,32.50221,32.81695,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,40-44,28.53289,28.37897,28.68682,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,45-49,24.57279,24.42256,24.72302,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,50-54,20.80468,20.65813,20.95124,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,55-59,17.26757,17.1248,17.41034,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E92000001,F,60-64,13.98453,13.84575,14.1233,HLE
